client_id,full_name,date_of_birth,gender,nationality_code,height_m,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C004879,VLADIMIR CHMYKHOVA,1963-12-09,M,bg,1.8,0.0,,,HIN,0,interpol-red-2020-32169
C004880,ZUBER ABDULKERIMOVA,1994-09-27,M,gt,,0.0,BLA,BLA,RUS,0,interpol-red-2022-5241
C004881,SHAMILKHAN SOLOPA,1980-09-16,M,sv,1.7,0.0,,,PUS,0,interpol-red-2017-191835
C004882,ANDERSON LOPEZ,1988-04-29,M,pk,,,,BLA,SPA,0,interpol-red-2018-16258
C004883,SERGEI PATEL,1983-11-26,M,np,1.8,0.0,,BLA,PAN,0,interpol-red-2015-22229
C004884,RASUL ESPINOZA-DIAZ,1987-01-27,F,ru,1.75,0.0,,,AZE,0,interpol-red-2020-72491
C004885,MUKAIL LI,1994-09-09,M,ru,,0.0,GRY,,HIN,0,interpol-red-2011-41758
C004886,PEDRO EBRAHIMI,1992-08-10,M,in,1.7,60.0,GRY,BLA,BEN,0,interpol-red-2020-32169
C004887,ASIL RI,1991-02-09,M,ru,,0.0,,,RUS,0,interpol-red-2019-45324
C004888,MURTSAL AGRAWAL,1987-04-10,F,br,,0.0,OTHD,,BEN,0,interpol-red-2025-96487
C004889,MARLON AVDUEV,1988-06-05,M,kz,1.9,0.0,BLA,,URD,0,interpol-red-2022-78253
C004890,VADIM MALENIC,1978-05-13,M,sv,1.6,0.0,RED,,SPA,0,interpol-red-2021-68118
C004891,TAGIR ZOUAOUI,1964-02-15,M,ba,1.78,75.0,BLA,BROH,RUS,0,interpol-red-2017-196623
C004892,EVER SINGH,1979-06-25,M,ar,,,GRY,,HIN,0,interpol-red-2021-28312
C004893,ANDUELO GONZALEZ,1979-01-23,M,ar,1.78,65.0,,,RUS,0,interpol-red-2020-12921
C004894,SURKHO GRIMBERG,1973-05-11,M,ru,1.75,60.0,,,RUS,0,interpol-red-2000-1990
C004895,ALBERTO NAZIROV,1979-05-11,M,tw,,0.0,,,BUR,0,interpol-red-2010-43947
C004896,GULNARA VARGAS,1997-04-22,M,cl,,0.0,,,SPA,0,interpol-red-2018-13442
C004897,KAMIL DOCKERY,1972-12-13,F,us,1.69,0.0,,BRO,RUS,0,interpol-red-2017-170142
C004898,KRZYSZTOF YANGLICHEV,1992-02-01,M,pk,,80.0,BLA,OTHL,CHE,0,interpol-red-2015-66462
C004899,KISHOR ZUHAIRI,1994-09-02,M,mx,,,OTHD,BLA,RUS,0,NK-FMahhWCHmmK3Kq365WzyD9
C004900,RASHID SABIROV,1992-06-26,M,ru,,0.0,BLA,BROD,UZB,0,interpol-red-2015-6192
C004901,DANIEL TREJO,1953-06-01,M,ru,1.77,62.0,,,ENG,0,interpol-red-2004-56804
C004902,HERBERT MEMBREÑO,1951-04-21,M,bd,1.73,70.0,BLA,BRO,KUM,0,interpol-red-2015-81115
C004903,MAXIMO RASUL,1960-08-15,M,ec,1.65,,HAIB,BLA,KUM,0,interpol-red-2015-74023
C004904,ALFIYA PATZA,1970-03-19,M,ru,,0.0,,,SPA,0,interpol-red-2019-44832
C004905,TAREK ESPINOLA,1958-05-05,M,ru,1.73,65.5,,BLU,BEN,0,interpol-red-2025-87419
C004906,ARAYIK ANGEL,1993-03-22,F,ru,,0.0,BLA,GRE,ENG,0,interpol-red-2019-46274
C004907,TOMASA BEL RAMOS QUIÑONEZ,1986-07-05,M,sv,1.6424566466366617,160.0,BLA,BROD,SPA,1,interpol-red-2017-234469
C004908,SAMY MUZHAIDINOV,1950-07-17,M,sv,,70.0,,BRO,POR,0,interpol-red-2018-6101
C004909,KARDASHALI CARVALHO,,M,ru,,0.0,,,HIN,0,interpol-red-2025-96936
C004910,ANTON ABDULLAEVA,1956-07-01,M,nl,1.8,0.0,OTHD,BROH,RUS,0,interpol-red-2017-282989
C004911,JUAN SEMEDOVA,1981-07-31,M,ru,1.73,0.0,,,RUS,0,interpol-red-2015-33960
C004912,VEDAT RAFAEL,1996-03-03,M,jm,,0.0,BLA,BRO,SPA,0,interpol-red-2010-44131
C004913,MUSA ISAEV,1970-10-20,M,cz,1.7,64.0,,,RUS,0,interpol-red-2017-11412
C004914,SELIMA DADAEVA,1969-04-07,M,pk,,0.0,,,,0,interpol-red-2015-80935
C004915,JUAN RAKHMONOV,1984-06-09,M,ru,1.63,0.0,BLA,,RUS,0,interpol-red-2016-8968
C004916,JESUS LOPEZ,1994-06-19,M,us,1.75,0.0,,OTHD,,0,interpol-red-2015-43692
C004917,ALLAH HERNANDEZ,,M,br,,0.0,BLA,BLA,SPA,0,interpol-red-2014-61672
C004918,LESLY VALLE,1994-11-28,M,ru,,0.0,,,ENG,0,interpol-red-2020-23879
C004919,ROLANDO SALGUERO,1972-06-25,M,kg,1.6,,,BROH,CHI,0,interpol-red-2022-40614
C004920,ORLANDO ALBOGACHIEV,1993-12-02,M,ru,,0.0,,,RUS,0,NK-jZHX2nE6Qmgntg9ouFMQQN
C004921,ISSA HARRIS,1990-11-08,M,pk,,0.0,,,SPA,0,interpol-red-2018-46902
C004922,SULEYMAN MOLINA,1960-11-16,M,ca,1.68,0.0,,,RUS,0,interpol-red-2020-36154
C004923,ANTON ERNST,1957-04-10,F,ru,,,OTHD,,RUS,0,interpol-red-2018-46888
C004924,IVICA CHABKUNGBAM,1987-07-28,M,ru,1.65,,BLA,,SPA,0,interpol-red-2025-81704
C004925,GADZHIMURAD SHUDIROVA,1996-11-11,M,ru,,95.0,,OTHD,GEO,0,interpol-red-2021-71925
C004926,KHALIMBEG ALIKHANOVA,1972-05-02,M,jm,,85.0,OTHD,BLA,SPA,0,interpol-red-2019-46218
C004927,JOSE MARSALEK,1984-06-07,M,ru,1.7,60.0,BLA,,LEZ,0,interpol-red-2015-55880
C004928,RAMAO ALCANTARA,1988-02-07,M,ru,,0.0,BLA,BLA,DRA,0,interpol-red-2022-69902
C004929,ALFIYA KURAMAGOMEDOVA,1947-01-18,M,tj,,0.0,BLA,BLA,SPA,0,interpol-red-2017-6941
C004930,REYNALDO BALAEVA,1986-05-21,M,pk,,,OTHD,,PER,0,interpol-red-2019-42636
C004931,SATKO ASKEROV,1978-10-02,F,kg,,,,,MOL,0,interpol-red-2017-283430
C004932,KATIA CLAROS,1975-07-28,F,py,,77.0,BROF,BLA,RUS,0,interpol-red-2011-3866
C004933,MAGOMED GOMEZ,1968-07-14,F,ru,1.65,0.0,,,GUJ,0,interpol-red-2015-4356
C004934,KHALIFEH AKHMADOV,1995-07-26,M,ru,1.68,0.0,BLA,,ENG,0,interpol-red-2015-13681
C004935,ALEKSANDR OVI,1992-02-01,M,us,1.75,0.0,,BRO,RUS,0,interpol-red-2022-74094
C004936,SERGEY KAZIMAGOMEDOV,1980-12-16,M,in,,90.0,BLA,BROH,SPA,0,interpol-red-2023-30646
C004937,MENELAOS ORTIZ,2004-04-28,M,ru,,77.0,,BRO,RUS,0,interpol-red-2023-81432
C004938,AIDA SULEYMANOV,1973-06-06,M,ru,,79.0,OTHD,,SPA,0,interpol-red-2022-62045
C004939,ALEM CONDURACHE,1968-03-03,M,ru,1.75,0.0,,,RUS,0,interpol-red-2019-44354
C004940,EDUARDO AVCHAEVA,1984-07-25,M,sv,1.63,0.0,,BLA,HRV,0,interpol-red-2012-325494
C004941,GADZHIMET NYKONENKO,1992-04-19,M,in,1.7,75.0,,,CHE,0,interpol-red-2017-3773
C004942,IMRAN BELKHOROEV,1985-02-09,M,af,1.7,,BLA,,RUS,0,interpol-red-2018-63229
C004943,SEIMUR GASANOVA,1991-02-09,M,gt,1.77,0.0,OTHD,GRY,RUS,0,interpol-red-2010-6182
C004944,HAO SHIKHNEBIEV,1985-12-24,F,vn,,0.0,,,,0,interpol-red-2013-8430
C004945,SAUL WRIGHT,1990-11-24,M,lv,1.65,0.0,,BLA,URD,0,interpol-red-2009-19113
C004946,MARINA MENDOÇA,1990-05-30,F,ru,1.71,0.0,,BRO,DIV,0,interpol-red-2018-61334
C004947,ALEXEY ABDURAKHMANOV,1964-03-18,M,ba,,,HAIB,,URD,0,interpol-red-2022-8216
C004948,MAGOMED VISITAEV,1978-07-03,M,kg,,70.0,BLA,,SPA,0,interpol-red-2013-26078
C004949,ALEJANDRO MAMAEVA,1996-09-21,M,sv,,,,,,0,interpol-red-2011-59946
C004950,RUSLAN KHASIEV,2003-09-21,M,ru,,85.0,OTHD,,RUS,0,interpol-red-2019-54258
C004951,MAGOMED SACCO,1992-10-13,F,ru,1.77,0.0,,,CHE,0,interpol-red-2015-22741
C004952,OSMAN DOKAEV,1983-10-21,M,ru,1.74,,BROF,,CHE,0,interpol-red-2016-35910
C004953,SULTANSHARIP SOSA,1992-06-26,M,az,1.65,,,BLA,RUS,0,interpol-red-2016-42602
C004954,UMED MARTINEZ,1992-01-01,F,il,,0.0,BRO,,SPA,0,interpol-red-2021-33636
C004955,VADIM MUKHAMMAD,1967-06-06,M,ru,1.8,,,,ENG,0,interpol-red-2017-126409
C004956,ADELMO CHAU,1982-10-03,M,ru,,0.0,,BLA,RUS,0,interpol-red-1999-14882
C004957,EBEN PERDOMO,1991-04-01,M,pl,,72.0,,,CHE,0,interpol-red-2020-36933
C004958,MOVSAR MURDALOV,1992-12-28,F,ru,1.7,0.0,BLA,,GEO,0,interpol-red-2014-2953
C004959,THULANI MAGOMEDOV,1962-08-18,M,ru,1.8,0.0,,,RUS,0,interpol-red-2017-135470
C004960,GITIN LEBOUDI,1989-11-19,M,kz,,,BLA,BROD,SPA,0,interpol-red-2021-45643
C004961,ROBERTO HAPAEV,1996-11-04,M,ro,,,,BRO,CHI,0,NK-j5XQvSjefrNAwSxo6ruGez
C004962,ADAM SINGH,1980-10-13,M,ru,,60.0,,BLA,DRA,0,NK-UH7NynJ7bP8rRGf9P2hnfP
C004963,TATIANA ZKAIEVA,1989-01-19,F,ru,1.6355253939137064,0.0,BLA,BROH,RUS,1,interpol-red-2020-82997
C004964,HAI CARRETO,1978-04-30,M,rw,,0.0,BLA,,ENG,0,interpol-red-2017-280537
C004965,LUIS AGAEV,1967-11-03,M,pk,1.67,,BLA,,RUS,0,interpol-red-2020-31543
C004966,LEMA SINGH,1957-09-10,M,ru,,0.0,BLA,,,0,interpol-red-2000-38913
C004967,AZAT KARAKAS,1993-07-20,M,ru,,54.0,OTHD,,RUS,0,interpol-red-2018-66996
C004968,PEDRO RAY,1975-04-23,M,pk,,0.0,BLA,BRO,TGK,0,interpol-red-2016-9530
C004969,LUKMAN ANDERSON,1979-01-15,M,ru,1.8,0.0,,,RUS,0,interpol-red-2014-79731
C004970,TERENCIO CANDIDDO ARRUA,1978-10-02,M,py,,,,,SPA,1,interpol-red-2019-105264
C004971,MANUEL SHYAM,1997-06-07,M,ru,,79.0,,BLA,RUS,0,interpol-red-2017-196440
C004972,MARIYAT ABUBAKIROV,1974-02-22,M,in,1.52,0.0,GRY,BRO,SPA,0,interpol-red-2015-72139
C004973,BAGAVUDIN RUSTAMOV,1989-04-03,M,bd,,0.0,,BLA,ARA,0,interpol-red-2022-2983
C004974,HECTOR GOBUCHAEVA,1978-08-29,M,ru,,0.0,,,TGK,0,interpol-red-2018-50919
C004975,GABRIEL GULIEV,1992-02-02,M,in,1.65,,,,ARA,0,interpol-red-2019-127958
C004976,TAREK ARIPOV,1971-06-26,F,pk,1.55,70.0,OTHD,,RUS,0,interpol-red-2019-100239
C004977,AISEL GORDON,1955-05-12,M,ru,,0.0,,BROD,HIN,0,interpol-red-2016-39788
C004978,MAGOMED MALCOLM,1980-06-06,M,pk,,,BLA,,SPA,0,interpol-red-2016-67162
C004979,MISRAEL RIVERA,1975-08-29,M,hu,1.73,80.0,OTHD,OTHD,ARM,0,interpol-red-2016-69267
C004980,PABLO IZNAUROV,1976-04-07,F,ru,1.65,0.0,,,RUS,0,interpol-red-2018-54159
C004981,NASEER DECASTRO,1993-11-19,M,cn,1.73,,BLA,,CHE,0,interpol-red-2016-91345
C004982,FERDOS SHAKHBANOV,1959-12-05,M,ca,1.65,0.0,,,FRE,0,interpol-red-2017-279583
C004983,LIUDMILA LAZO,1974-09-20,M,ru,,85.0,,BROD,RUS,0,interpol-red-2025-10878
C004984,FARIDAH ALIEVA,1990-10-08,M,sv,,0.0,OTHD,BRO,LEZ,0,interpol-red-2019-105752
C004985,ZAUR SMOLENTSEV,1992-11-08,M,sv,,0.0,BLA,,RUS,0,interpol-red-2017-167111
C004986,PAZ FERNÁNDEZ,1954-03-08,F,bz,,0.0,,,CHE,0,interpol-red-2013-63365
C004987,EFRIN ANTONIO NERIO,1982-02-17,M,sv,1.7245622396624318,53.0,BLA,OTHD,SPA,1,interpol-red-2018-50475
C004988,ELBIN MUKHOMEDIANOV,1995-05-23,M,ru,,0.0,,BLA,RUS,0,interpol-red-2016-42497
C004989,ABUBAKARSIDDIK YAKHYAEV,1991-12-05,M,kz,,0.0,,,CHE,1,interpol-red-2017-9361
C004990,SHAMKHAN ABDULAEV,1988-12-18,M,gt,1.75,0.0,,,RUS,0,interpol-red-2022-8216
C004991,RASUL SHOKOSIMOV,1996-03-13,M,in,1.6,0.0,OTHD,,RUS,0,interpol-red-2018-12164
C004992,YURY SHEARER,1986-09-27,M,gt,,65.0,,BRO,SPA,0,interpol-red-2015-75153
C004993,BHEKUMUSA CECH,1981-09-19,M,sv,1.58,0.0,OTHD,,SPA,0,interpol-red-2016-66249
C004994,YUSUP BULGUCHEVA,1991-06-25,M,hn,1.77,0.0,OTHD,BRO,RUS,0,interpol-red-2012-322130
C004995,VASYL SAMUSHIA,1992-08-24,F,al,1.73,0.0,OTHD,,RUS,0,interpol-red-2019-67372
C004996,JOSHUA ZAHIR,1990-09-08,F,ru,1.7,0.0,,,RUS,0,interpol-red-2021-13766
C004997,MAYRA UZIEVA,1988-06-28,F,ar,1.57,0.0,BLA,,SPA,0,interpol-red-2022-35460
C004998,ZAMIR NOVRUZOVA,1978-12-25,M,sv,1.7,0.0,,BLA,SPA,0,interpol-red-2018-69958
C004999,SERAPI TORO PEÑARANDA,1992-03-07,M,bo,,,,,SPA,1,interpol-red-2022-73274
C005000,MAX PICHARDO,1978-10-02,M,ie,,0.0,,,,0,interpol-red-2018-16252
C005001,VLADIMIR GARCIA,1990-10-11,M,fr,1.63,0.0,BLA,BLA,URD,0,interpol-red-2018-12497
C005002,ADAKHAM ZHAIKDOV,1977-08-28,M,ru,1.7224836978356493,0.0,HAIB,BROH,UZB,1,interpol-red-2018-21987
C005003,NOOR PATEL,1979-03-10,M,bo,1.75,0.0,BLA,,ARA,0,interpol-red-2016-57298
C005004,IMRAN RODRÍGUEZ,1990-06-15,F,tj,,0.0,,,RUS,0,interpol-red-2010-17222
C005005,ZELIMKHAN NURMAGOMEDOVA,1974-01-18,M,us,,0.0,,,RUS,0,interpol-red-2017-12848
C005006,JOSE NGUYEN,1990-03-09,M,ir,,0.0,,BLA,KUM,0,interpol-red-2017-170847
C005007,LESTER CASTRO,1988-01-07,M,ru,,60.0,,,RUS,0,NK-cQkcdjdeR6Hd27YQ3ARDUd
C005008,ISLOM ORTUÑO,1997-02-26,M,ru,1.67,0.0,,,ITA,0,interpol-red-2024-19411
C005009,MARLON DZHAVATKHANOV,1970-10-01,M,sv,,0.0,OTHD,BLA,RUS,0,interpol-red-2018-14069
C005010,MANSUR AMEER,1962-08-30,M,ru,,85.0,,,RUS,0,interpol-red-2017-274270
C005011,RAZHIB SHAPIAEV,1997-06-19,M,ru,,0.0,BLA,BLU,SPA,0,interpol-red-2020-2535
C005012,CARLOS OLLAS,1996-09-27,M,ru,,,BLA,GRE,SPA,0,interpol-red-2014-10123
C005013,ELMAN CANALES,1983-07-01,M,ru,1.77,0.0,BRO,OTHD,ENG,0,interpol-red-2017-170847
C005014,JUANN NATIVIDAD GUEVARA CATALAN,1991-12-23,M,pe,,0.0,,,,1,interpol-red-2021-68793
C005015,YUSUP KERIMOVA,1970-12-16,M,az,,0.0,,BLA,RUM,0,interpol-red-2019-44005
C005016,SHEENG-HSIUNG LIN,1976-01-21,M,cn,1.7105830526262735,65.0,BLA,,,1,interpol-red-2019-64934
C005017,KAZIMBEG DENIEV,1987-12-18,F,de,,0.0,,,ENG,0,interpol-red-2017-162259
C005018,JOSE MEJIA,1959-09-29,M,sv,,0.0,,BROD,RUS,0,interpol-red-2020-49777
C005019,DZHABRAIL MAMANI,1979-09-15,M,il,,70.0,BLA,,RUS,0,interpol-red-2022-44117
C005020,MUSLIM SYPENHOF,1984-07-07,M,vn,1.73,0.0,,BROH,POR,0,interpol-red-2018-41110
C005021,EDGAR ALI,1981-06-25,M,ru,1.65,0.0,,,,0,interpol-red-2018-98737
C005022,ABDULKARIM FENG,1980-10-19,F,in,1.75,,BRO,BROH,BEN,0,interpol-red-2010-54293
C005023,JACEK ALDANA,1982-04-09,M,uz,,,,,LEZ,0,interpol-red-2014-3357
C005024,ERDZHAN MUSAEVA,1988-09-13,M,ru,,0.0,,,RUS,0,interpol-red-2017-7313
C005025,ZHENG LINA GYO,1980-04-25,M,cn,,0.0,,,CHI,1,interpol-red-2022-44424
C005026,MAGOMED GHORI,1987-01-10,M,ca,1.7,73.0,BLA,BLA,SPA,0,interpol-red-2017-9951
C005027,ELENA VALDEZ,1987-11-18,M,sz,,60.0,BLA,BRO,RUS,0,interpol-red-2023-50792
C005028,DANIEL KHAN,1984-07-01,M,ru,,0.0,OTHD,BROH,RUS,0,interpol-red-2016-40120
C005029,MARIO ISMAILOV,1961-04-13,M,co,,54.0,,GRY,SPA,0,interpol-red-2002-50114
C005030,BILAL ARIF,1995-04-01,M,ru,,0.0,,,RUS,0,interpol-red-2009-5641
C005031,BLANCA NAMAZAY,1960-03-28,M,cn,1.78,,BLA,BLA,HIN,0,interpol-red-2020-28652
C005032,SERGEY SCHMITT,1952-12-11,M,ru,1.7,0.0,BLA,OTHD,LEZ,0,interpol-red-2022-52998
C005033,RUSTAM CARDENAS,1990-02-17,F,us,1.7,0.0,GRYG,,RUS,0,interpol-red-2021-4278
C005034,DINISLAM PAIVA,1994-04-09,M,pk,1.72,0.0,,,RUS,0,interpol-red-2017-203008
C005035,GUOHUA BUSTAMANTE,1990-02-06,F,bd,,0.0,BLA,,,0,interpol-red-2018-19943
C005036,MOHAMED AIUBOV,1978-01-19,M,ru,,0.0,,,LEZ,0,interpol-red-2022-62176
C005037,ELBIN MAKHBUBOV,1994-05-10,M,in,,65.0,BLA,,CHE,0,NK-jSidXX8psXuFG5eAwMSUqC
C005038,ISSA FUENTES,1988-12-24,M,uz,1.75,0.0,BLA,,CHE,0,interpol-red-2018-106159
C005039,ELENA VELIZ,1965-04-12,M,ru,1.73,0.0,,OTHD,,0,interpol-red-2017-6958
C005040,LOM-ALI YUSEIN,1983-06-19,M,bo,,0.0,BLA,BRO,LEZ,0,interpol-red-2013-46536
C005041,ABUBAKAR-SIDDIK VENEROS,1991-01-11,M,ru,,0.0,,BRO,SPA,0,interpol-red-2017-196938
C005042,ALEXIS DIAZ,1985-08-10,M,ru,,,,,SPA,0,interpol-red-2024-13278
C005043,NIZAMI GARCIA,1995-08-20,M,ru,1.6,0.0,OTHD,,HIN,0,interpol-red-2025-56193
C005044,KISHOR AKHMADOVA,1977-04-07,M,ru,1.63,70.0,,BLA,SPA,0,interpol-red-2018-30797
C005045,PIRBUDAG RIVERA,1983-12-03,M,ru,1.67,0.0,BRO,,UKR,0,interpol-red-2020-52306
C005046,FATIMA EATON,1970-12-16,M,in,1.68,0.0,,BROH,ITA,0,interpol-red-2022-82714
C005047,HAFIZ MAGOMEDOVA,1974-06-20,M,am,1.67,,,,SPA,0,interpol-red-2016-42013
C005048,AHMED ZHUMABEKOVA,1971-02-24,M,ru,1.7,,,,,0,interpol-red-2014-3072
C005049,RAFAEL CHANDOK,1994-11-10,M,ir,,0.0,,,RUS,0,NK-ZEutmppjCfEeMVBTFFo4NF
C005050,MIRIAM MAGAR,1961-09-12,M,pk,,0.0,BLA,,RUS,0,interpol-red-2022-79533
C005051,DZHAMILIA ALYAKIN,1981-08-08,M,tw,,70.0,,,PAN,0,NK-PbqhbEFhB9SX74JrRkTwxz
C005052,ALEKSADR ALIEV,1981-10-11,M,az,,,,,RUS,1,interpol-red-2022-5001
C005053,MLADEN ALIEVA,1985-12-24,M,rs,1.63,,,BLA,RUS,0,interpol-red-2012-311138
C005054,ALPHANSO MARTINUS,1990-08-18,M,az,,0.0,OTHD,BLA,ARA,0,interpol-red-2017-13387
C005055,AIDA SALIF,1970-01-05,M,ru,,0.0,OTHD,,RUS,0,interpol-red-2019-25477
C005056,MASAN VARESHKIN,1981-10-06,M,ru,1.7,0.0,OTHD,,RUS,0,interpol-red-2018-15750
C005057,JUAN GOSTEVSKIH,1983-02-19,M,sv,1.8,0.0,BLA,BROH,SPA,0,interpol-red-2008-34732
C005058,NOE ALIEV,1989-04-12,M,bo,1.65,0.0,BLA,,DUT,0,interpol-red-2017-2041
C005059,SAID-IBRAGIM RADZHABOV,1973-07-31,M,in,1.8,0.0,OTHD,,SPA,0,interpol-red-2004-345
C005060,SUPIAN RIZAEV,1986-03-04,M,pk,1.78,0.0,BLA,,SPA,0,interpol-red-2017-198475
C005061,NADIR MIZAEV,1970-07-23,M,ru,,0.0,OTHD,,RUS,1,interpol-red-2020-34963
C005062,SAKHIB KAZANALIPOV,1967-09-04,M,ru,,75.0,,BRO,AZE,0,interpol-red-2015-25595
C005063,ESTEBAN SHAPIEVA,1990-11-29,M,vn,,0.0,,,SPA,0,interpol-red-2017-198567
C005064,CHINGIZ SHAH,1991-01-30,F,ru,1.65,70.0,BLA,BRO,RUS,0,interpol-red-2017-163929
C005065,NIKOLAY ATSAEV,1987-02-24,M,kz,1.8,,,,SPA,0,interpol-red-2010-34005
C005066,ABAKAR BEG,1966-01-05,M,ng,1.65,90.0,,,ENG,0,interpol-red-2015-24043
C005067,ROZALINA MANSILLA,1990-08-17,M,bd,1.68,,BLA,,SPA,0,interpol-red-2022-16940
C005068,ANZOR SAYKOV,1971-10-18,M,ru,1.78,0.0,BRO,,SPA,0,interpol-red-2009-1552
C005069,MARIUSZ MALIKOV,1990-04-23,M,pk,1.6,0.0,BLA,,LEZ,0,interpol-red-2022-6215
C005070,VADIM KARIMOV,1969-04-04,M,ru,1.75,0.0,,BLA,POR,0,interpol-red-2008-18128
C005071,GIULSHAN KHADRAOUI,1976-09-03,F,ru,1.65,0.0,,BRO,RUS,0,interpol-red-2019-60385
C005072,REINALDO OMARI,1978-08-07,M,pl,1.73,0.0,,BLU,RUS,0,interpol-red-2022-66846
C005073,SUKUMARAN TILLETT,,M,ru,1.76,0.0,GRYG,,SPA,0,interpol-red-2022-30281
C005074,BARIIAT KADIAN,1977-08-22,M,cr,,,,BROH,RUS,0,interpol-red-2012-324783
C005075,WILBER LOPEZ,1979-01-04,M,ke,,0.0,,BLA,RUS,0,interpol-red-2008-17658
C005076,ARSEN BANISHEV,1996-10-08,M,in,1.73,,,BLA,ARA,0,interpol-red-1997-2143
C005077,ALEXANDRU GIRALDO,1998-10-06,M,us,,,,BLA,ARA,0,interpol-red-2022-57385
C005078,LOM-ALI SAPAROV,,M,us,,0.0,BLA,,SPA,0,interpol-red-2020-304
C005079,GHAZANFAR NAURBIEV,1994-06-30,M,ve,,0.0,GRY,,POR,0,interpol-red-2022-7585
C005080,ISRAEL KHOROLOVA,1972-12-09,F,pk,1.8,0.0,,BLA,SPA,0,interpol-red-2018-12528
C005081,ASLAN ALVARADO,1990-10-15,M,ru,,0.0,BLA,,,0,interpol-red-2019-178
C005082,SIMON VILLALOBOS,1972-06-25,M,in,1.85,0.0,,,RUS,0,interpol-red-2011-68469
C005083,DZHAMBULAT SAID-ALIEV,1993-10-12,M,ru,1.9,0.0,BRO,BLA,RUS,0,interpol-red-2016-22134
C005084,NAZBIKE MURADLY,1984-08-06,M,ru,,0.0,,BLA,RUS,0,interpol-red-2015-33931
C005085,GIULZHAMAL LINARES,1961-01-13,M,ru,1.72,,BLA,BRO,CHE,0,interpol-red-2017-143004
C005086,ABAKAR SAPAROV,1976-02-11,M,ru,,0.0,,GRE,RUS,0,interpol-red-2020-18699
C005087,SILVIO ASIEVA,1990-10-28,M,ru,,68.0,BLA,BROH,CHE,0,interpol-red-2022-9467
C005088,SALIMAT GADAMUROV,1995-02-25,F,gt,,,,,RUS,0,interpol-red-2015-61239
C005089,IVAN FRECKLETON,1986-12-21,M,ru,,0.0,,,ARA,0,interpol-red-2013-20885
C005090,UMARPASHA GABAEVA,1982-07-19,M,ua,,0.0,BRO,BROH,RUS,0,NK-SgssBJ5dCSN3EEfiTkZg9B
C005091,TAGIR BOLAINEZ,1993-06-02,M,gt,,55.0,,,RUS,0,interpol-red-2017-7858
C005092,ZELIMKHAN MUTALIBOV,1990-08-20,M,gt,,81.0,,BROD,PHI,0,interpol-red-2018-23556
C005093,TAKHMIRAZ ARSLANGEREEVA,1980-04-30,M,ru,1.74,0.0,BLA,,TAT,0,interpol-red-2021-42302
C005094,EDWIN BOLAINEZ,1983-03-23,F,pl,1.81,,,BRO,ENG,0,interpol-red-2023-52863
C005095,SHERIP YUSUPOV,1980-01-31,M,hn,1.65,0.0,OTHD,BLU,SPA,0,interpol-red-2020-18510
C005096,VALENTINA MIRZEBALAEVA,1990-12-10,M,cl,1.8,0.0,BRO,BROH,,0,interpol-red-2018-5586
C005097,CARLOS ELARMO,1993-01-14,M,ru,,0.0,OTHD,BLU,,0,interpol-red-2016-31316
C005098,DMITRI ABDULKHALIKOV,1963-08-02,F,in,1.68,98.0,,,,0,interpol-red-2013-46384
C005099,MARIANO ALIEVA,1987-09-14,M,ru,,,BLA,,MAY,0,NK-a3kFceufA8JuWsACcUxhS4
C005100,ADONAY VERDIEVA,1991-08-09,M,ru,1.74,80.0,,BLA,RUS,0,interpol-red-2021-6929
C005101,WIDEN NUÑEZ,1964-05-20,M,in,,0.0,OTHD,BLA,LAO,0,interpol-red-2017-9276
C005102,ANINE RIVERA,1978-02-26,M,pt,,0.0,,,KUM,0,interpol-red-2016-49581
C005103,SAEED RAMIREZ,1982-04-01,F,ru,1.75,0.0,,,AZE,0,interpol-red-2012-330000
C005104,MUHAMMAD MEZHIDOV,1972-10-05,F,sv,1.8,,,,SPA,0,interpol-red-2016-72707
C005105,AFAG RAMAZANOV,1986-04-06,M,az,1.7,0.0,,,URD,0,interpol-red-2019-73069
C005106,HÉCTOR ESTRADA,1981-10-11,F,gy,,75.0,,,SPA,0,interpol-red-2021-11727
C005107,ALEKSEY PULIDO,1981-07-23,M,pk,1.78,,,BRO,RUS,0,interpol-red-2017-129060
C005108,NAJAM ASLANBEKOV,1988-09-03,M,ru,,68.0,,BLA,SPA,0,interpol-red-2016-36042
C005109,MURAD SEBTI,1988-03-09,F,af,,,OTHD,,RUS,0,NK-3VU4zwteSdBRsbpnDKYGMV
C005110,ELIDA PAIVA,1996-08-11,M,kz,,,BLA,,RUS,0,interpol-red-2017-203679
C005111,JOSE ADAMCIK,1997-03-26,M,ru,,,,,SPA,0,interpol-red-2025-72739
C005112,LUIZA TAYGIBOV,1998-07-20,M,ru,,,,BLA,ENG,0,interpol-red-2008-18907
C005113,RASUL HADOUCHE,,M,ec,,,,,ARA,0,interpol-red-2020-9873
C005114,EDUARD ULBIEV,1971-05-16,F,ru,,70.0,,BLA,SPA,0,interpol-red-2015-75157
C005115,RAVSHANBEK HERNANDEZ,1991-09-27,M,ru,1.75,0.0,OTHD,BLA,RUS,0,interpol-red-2017-129060
C005116,SERGHEI BERNIK,1985-02-01,F,ru,1.68,0.0,,,RUS,0,interpol-red-2019-59081
C005117,AFIF MAGOMEDOV,1979-05-05,F,sv,,,OTHD,,RUS,0,interpol-red-2017-132162
