client_id,full_name,date_of_birth,gender,nationality_code,height_cm,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C004043,AZER TARIQ,1989-03-25,F,ru,1.65,0.0,BLA,nan,RUS,0,
C004044,SERGEY GALIMOV,1993-09-07,M,ru,1.6,0.0,BLA,nan,RUS,0,
C004045,MADINA TAYMASKHANOV,1979-06-25,M,co,,0.0,BLA,nan,ENG,0,
C004046,ARSLANALI SHIKHABOV,1937-01-26,M,ru,1.75,0.0,GRY,nan,SPA,0,
C004047,JUAN NODA,1968-01-01,M,ru,1.73,0.0,nan,BLA,RUS,0,
C004048,ABDURAKHMAN MEJIA,1987-05-18,M,ru,,90.0,BLA,BROH,ENG,0,
C004049,ROHAN ASLUDINOVA,1997-03-12,M,ru,1.78,0.0,OTHD,BRO,nan,0,
C004050,ILZE ALIKHANOV,1999-04-23,M,ru,3.77,0.0,BLA,BROH,CHE,1,interpol-red-2017-168018
C004051,MAGOMED SANCHEZ,1990-09-16,M,uz,,,nan,nan,AZE,0,
C004052,AZMATGIRI MEKY,1982-02-12,M,py,,,nan,BLA,RUS,0,
C004053,IVAN SACCO,1973-10-28,M,ru,,60.0,nan,BLA,RUS,0,
C004054,KUDRAT SULEYMANOV,1997-08-01,M,ru,,0.0,nan,BLA,ENG,0,
C004055,FAROOQ ISMAILOV,1996-11-13,F,in,1.63,,OTHD,nan,RUS,0,
C004056,DAMIAN GALEV,1990-01-25,M,id,1.8,0.0,BRO,BLU,ARA,0,
C004057,ROSARIO SANTOS,1992-10-19,M,pk,,0.0,nan,nan,RUS,0,
C004058,GERMAN PEREZ,1991-10-06,M,ru,1.65,90.0,nan,nan,ARA,0,
C004059,MUHAMMAD AGUILERA,1993-09-13,M,gt,,0.0,nan,BRO,ARA,0,
C004060,MADINA CAURE,1986-06-12,M,sv,,0.0,nan,nan,SPA,0,
C004061,MIKHAIL GADZHIEV,1984-12-23,M,ru,,0.0,BRO,nan,ARA,0,
C004062,FERDOS DURAN,1964-09-02,M,kz,,66.0,BRO,nan,PAN,0,
C004063,SAMANTHA GAITAN,1991-05-11,M,sv,1.72,0.0,OTHD,nan,URD,0,
C004064,MAX KHASHIEV,2002-10-23,F,ru,1.95,75.0,nan,nan,SPA,0,
C004065,YASIR OSMANOV,1991-02-06,F,ge,1.52,80.0,nan,BLA,nan,0,
C004066,MAGOMEDRASUL SELEKHOV,1991-02-05,M,ru,1.75,,OTHD,BLA,RUS,0,
C004067,FAHID SHARIPOV,1987-09-14,M,ro,1.8,0.0,nan,nan,ARA,0,
C004068,AMKHAD MARTINEZ,1955-03-28,M,bd,1.83,80.0,nan,GRE,SSW,0,
C004069,KEMRAN NUHANOVIC,1983-10-21,M,in,,0.0,BLA,BRO,BEN,0,
C004070,ADAM RAMAZANOV,1980-06-11,M,ua,,0.0,BLA,nan,RUS,0,
C004071,SAIBAT ABDULLAEVA,1978-01-18,F,ru,,0.0,,,RUS,1,interpol-red-2020-76080
C004072,CARLOS CHAU,1961-05-19,M,kg,,0.0,BLA,OTHD,RUS,0,
C004073,ABDULLA SINGH,1997-03-06,M,kg,,0.0,nan,nan,SPA,0,
C004074,PARMEN SAVAD,1980-03-30,M,ec,,90.0,nan,nan,CHE,0,
C004075,MAGOMED NANAVATI,1994-12-24,M,ru,,,OTHD,BLA,RUS,0,
C004076,ALEKSEY ZWOLAK,1995-08-30,M,ru,1.75,0.0,GRYG,BLA,RUS,0,
C004077,PHILLIP MECOLLARI,1987-10-18,M,in,,0.0,nan,nan,RUS,0,
C004078,JOSE BABAEV,1964-09-02,M,ar,1.73,,BRO,nan,CHE,0,
C004079,JOSEF MAGOMEDOVA,1988-02-05,M,ro,1.85,0.0,nan,nan,RUS,0,
C004080,ALZHANAT ORTIZ,1973-10-13,M,sv,,0.0,BLA,OTHD,ENG,0,
C004081,SIRAZHUDIN RAMIREZ,1993-02-23,M,bd,1.68,82.0,BLA,BRO,SPA,0,
C004082,KADEEJATH SHINDE,1974-11-10,M,us,1.73,0.0,OTHD,nan,TUR,0,
C004083,FATIMA MESSAYE,1988-10-14,F,ru,1.93,,nan,nan,LEZ,0,
C004084,GIIAR SINGH,1972-05-02,M,al,1.74,0.0,nan,nan,RUS,0,
C004085,ZALIMKHAN DEEPAK,1966-01-05,F,ru,,,BLA,BLA,CHE,0,
C004086,DZHAMILIA THAPA,1994-02-05,M,ru,,0.0,nan,BLA,SPA,0,
C004087,CHRISTIAN SAMAEL ZELADA LÓPEZ,1993-03-22,M,sv,,,,,SPA,1,interpol-red-2023-3343
C004088,JOSE BITCIEV,1967-06-11,M,gt,,,OTHD,nan,ARA,0,
C004089,KHAVA SOMOZA,1979-01-16,M,ru,1.68,0.0,HAIB,nan,ENG,0,
C004090,ZARINA SHUPLIAKOV,1978-02-03,M,ru,,0.0,nan,nan,RUS,0,
C004091,LUIS SIN,1980-09-10,M,ru,,62.0,nan,BROH,RUS,0,
C004092,AKHMEDKHAN ZELAYA,1957-01-07,M,ru,1.76,,nan,BROH,nan,0,
C004093,FREDIS LAKHVI,1968-06-02,M,sv,,79.0,BLA,nan,RUS,0,
C004094,IBRAHEEM ENEH,1984-04-27,F,ru,1.83,0.0,nan,nan,nan,0,
C004095,RODOLFO LAUTENSHLEGER,1964-03-13,M,dk,,0.0,HAID,BLU,RUS,0,
C004096,CHRISTOPHER DEMERITTE,1987-07-18,M,sv,,0.0,nan,nan,RUS,0,
C004097,MOHAMMAD GAFAROVA,1997-11-28,M,ru,1.75,,BLA,BROH,RUS,0,
C004098,THARMASEELAN ISLAMOV,1983-08-27,M,ru,,,BRO,BLA,RUS,0,
C004099,MAHAMAT NOURADINE ADAM,1970-01-01,M,sd,1.8,70.0,HAIB,BRO,ENG,1,Q112077215
C004100,SERAPIO VIERA,1955-10-06,M,ru,1.75,0.0,OTHD,nan,CHE,0,
C004101,FRANTISEK ALIMURADOVA,1964-04-16,M,in,1.78,0.0,BLA,BLA,RUS,0,
C004102,ALEXANDER TRINH,1990-04-05,M,ru,1.8,0.0,nan,nan,RUS,0,
C004103,ALI KURBANOV,1970-02-05,M,ru,1.8,,BLA,BLA,RUS,0,
C004104,MADINA ZALOV,1964-01-02,M,ar,1.78,0.0,nan,nan,nan,0,
C004105,SANA AGUILAR,1987-07-29,M,tn,1.75,0.0,nan,GRE,RUS,0,
C004106,JOSE ALEXANDER SARAVIA NAVARRETE,1982-06-28,M,sv,2.69,60.0,BLA,BLA,SPA,1,interpol-red-2017-198821
C004107,ARBI SUN,1993-07-17,F,sv,1.73,90.0,nan,nan,nan,0,
C004108,ISLAM ALI,1981-06-02,M,ru,,0.0,OTHD,nan,SPA,0,
C004109,ROSALINDA BATAEV,1976-07-29,M,ru,,73.0,OTHD,BRO,HIN,0,
C004110,KHAMZAT AMAS,1988-11-16,M,ru,,0.0,OTHD,BROH,SPA,0,
C004111,MIKHAIL AZIEVA,1979-02-28,M,ru,1.7,85.0,OTHD,BRO,RUS,0,
C004112,PETER LOPEZ,1993-09-04,M,pk,,0.0,BLA,BRO,RUS,0,
C004113,NABI AQUINO,1993-12-25,M,ve,1.89,68.0,BLA,nan,RUS,0,
C004114,NYASIP BRAVO,1990-02-02,M,ru,1.78,,BLA,BRO,URD,0,
C004115,SERGEI KOMOSSA,1965-01-01,M,ru,1.83,65.0,nan,BLU,SPA,0,
C004116,ASIF MUSAEV,1976-01-01,M,ge,,0.0,,,GEO,1,interpol-red-2009-15726
C004117,YUAN MEYMANBAEV,1943-01-19,M,sv,,59.0,OTHD,BRO,RUS,0,
C004118,WILBER FUENTES,1984-02-02,M,bd,1.77,60.0,nan,nan,RUS,0,
C004119,ELCHIN URVINA,1990-10-09,M,ru,,0.0,nan,nan,RUS,0,
C004120,MOHAMED FLORECI,1987-06-08,M,ba,1.7,,BLA,OTHD,RUS,0,
C004121,MAJOR HASANOVIC,1977-10-15,M,al,,0.0,nan,nan,nan,0,
C004122,SHAITKHAN PUZYREVICH,1957-01-05,M,fr,,,BLA,BRO,RUS,0,
C004123,JAMAL CUELLAR,1962-04-16,M,ru,1.9,0.0,nan,GRE,PAN,0,
C004124,ASLAN GUO,1950-12-25,M,in,1.75,,BLA,BROD,ENG,0,
C004125,VALERI ARCHAKOV,1993-07-05,M,ru,,0.0,BLA,nan,nan,0,
C004126,DENNIS ALIBUTAEV,1978-02-05,M,ru,,0.0,nan,BROH,SPA,0,
C004127,ALEKSANDR GUZMAN,1969-05-01,M,fr,,0.0,nan,nan,SPA,0,
C004128,DELMARK BENÍTEZ,1990-06-04,F,sv,,0.0,BLA,BRO,SPA,0,
C004129,DAMIAN KHANARSLANOV,1981-06-02,F,pk,,0.0,nan,nan,nan,0,
C004130,SULEIMAN ALVAREZ,1984-08-13,M,md,,0.0,nan,nan,SSW,0,
C004131,ALIK ABDURAKHMANOV,1992-09-21,M,ua,,0.0,nan,BRO,FRE,0,
C004132,VITALINO ASHAKHANOVA,1985-10-07,M,ru,,0.0,OTHD,nan,RUS,0,
C004133,JOSE KHAIDARKHANOV,1983-04-16,M,ru,1.75,0.0,nan,nan,RUS,0,
C004134,MAGOMEDRASUL CHICHIQUE,1981-09-15,M,ru,,0.0,nan,BROH,ARA,0,
C004135,THI BARROS,1988-02-23,M,ru,,0.0,BROF,nan,RUS,0,
C004136,ILYAS CORDOVA,1951-09-15,M,ru,,0.0,OTHD,nan,RUS,0,
C004137,ZOYA GALANTSEV,nan,M,ir,1.75,82.0,BLA,nan,RUS,0,
C004138,PERCI IVANOV,1961-09-21,M,ru,,0.0,nan,nan,FRE,0,
C004139,SAKINAT ATHAR,1986-08-05,M,in,,0.0,BLA,BROH,CHE,0,
C004140,KHADIS CARBALLO,1991-06-20,M,ru,,0.0,nan,BROH,SPA,0,
C004141,WEIZHENG SHURYGIN,1985-10-16,M,ru,1.75,91.0,BLA,nan,SPA,0,
C004142,IVAN CUELLAR,1987-07-06,M,pk,,0.0,nan,BRO,RUS,0,
C004143,OLGA DUONG-TRAN,1989-06-29,M,ru,,0.0,OTHD,nan,KIR,0,
C004144,ISLAM DOTSENKO,1981-08-08,M,ru,,0.0,BLA,nan,SPA,0,
C004145,LEANDRO MALDONADO,1989-02-26,M,sv,,0.0,nan,BLA,ENG,0,
C004146,SAFIQ RAMOS,1958-09-09,M,in,1.81,0.0,nan,nan,CHE,0,
C004147,HARBHEJ SHUYMANOV,1980-02-26,M,ru,1.6,0.0,BLA,nan,RUS,0,
C004148,MELANIO MONTUFAR,1986-05-09,M,ru,,0.0,OTHD,BROD,FRE,0,
C004149,NELSON ALIEV,1979-02-01,M,kg,,0.0,BLA,nan,RUS,0,
C004150,OSWALDO ATAEV,1985-12-09,M,vn,,90.0,BLA,BROH,RUS,0,
C004151,RAZHIB GAZIEV,1986-06-12,M,ru,,,BLA,nan,ENG,0,
C004152,NAILIA VASILCHENKO,1978-02-07,M,ru,,0.0,BLA,BLA,RUS,0,
C004153,ELTON MARKELIYA,1979-11-14,M,ru,,0.0,OTHD,BLA,TUR,0,
C004154,GUSTAVO HATSIEV,1979-12-22,M,kg,1.74,0.0,OTHD,nan,RUS,0,
C004155,OLEG MORALES,1996-06-17,M,bo,1.7,0.0,nan,nan,RUS,0,
C004156,ABDURAKHMAN SINCLAIR,1995-02-11,M,sv,,,OTHD,BLA,RUS,0,
C004157,ADITH OGANESYAN,1996-06-04,M,ru,1.9,0.0,nan,BROD,ARA,0,
C004158,ZARINA MUSLIMOV,1992-06-19,F,ru,1.73,0.0,nan,nan,RUS,0,
C004159,SERGIO RAHMA,1995-04-24,F,ru,1.73,0.0,nan,nan,DUT,0,
C004160,RUSLAN EDELGIRIEV,1987-11-10,M,ru,,0.0,BLA,nan,SPA,0,
C004161,MARGARITA AGAEV,1954-05-12,M,ru,1.68,,nan,OTHD,KUM,0,
C004162,MAGOMED BACHAEV,nan,M,bd,1.79,0.0,YELB,nan,LEZ,0,
C004163,JOSÉ NEMESIO GALLARDO,1956-04-10,M,ar,1.82,,GRY,OTHD,SPA,1,interpol-red-2021-35749
C004164,TAULANT TALJAARD,1989-08-08,M,us,1.86,,nan,nan,TUR,0,
C004165,MAKSHARIP SYED,1991-01-28,M,ca,,0.0,nan,nan,SPA,0,
C004166,SERGEY LENGLE,1968-06-27,M,ie,,0.0,OTHD,BROD,RUS,0,
C004167,PAZ MEZHIEV,1984-03-16,M,ru,,0.0,BLA,nan,RUS,0,
C004168,MANOJ ALIEVA,1999-01-11,M,mx,,0.0,OTHD,BRO,RUS,0,
C004169,MOHAMED KARAKHANOV,1977-12-16,M,at,1.85,0.0,nan,BLA,SPA,0,
C004170,RUFAT HEREDIA,1985-09-02,M,ru,1.83,,BRO,nan,RUS,0,
C004171,RAMZAN RODRIGUEZ,1973-04-30,M,in,,0.0,nan,nan,RUS,0,
C004172,GUSTAVO RAMIREZ,1973-01-21,F,ru,1.75,,OTHD,nan,SPA,0,
C004173,EVRIS MECOLLARI,1984-07-02,M,al,-0.21999999999999997,82.0,BRO,BRO,ALB,1,interpol-red-2010-38938
C004174,SIROZHIDDIN MUKHTAROV,1990-05-23,M,kg,1.7,0.0,BLA,BLA,KIR,1,NK-9WX9ew7U4jeAxJGcxZFcUR
C004175,WLADIMIR AKHMEDOV,1954-08-01,F,kg,1.77,0.0,nan,nan,RUS,0,
C004176,JUAN ISTAEVA,1989-10-01,M,ru,,0.0,nan,nan,LEZ,0,
C004177,WAYNE BLANCO,1962-09-02,M,ru,,,nan,BRO,RUS,0,
C004178,PRÓSPERO TZORTZAKIS,1988-03-07,M,ru,,70.0,nan,nan,BUL,0,
C004179,KHADIZHAT ALI,1993-08-03,M,ru,,0.0,BLA,nan,RUS,0,
C004180,MAGOMED ESAMBAEV,1972-07-01,M,ru,1.75,0.0,BLA,BROH,SPA,0,
C004181,MARLON JARAMILLO,1975-04-23,M,bg,1.73,80.0,OTHD,nan,nan,0,
C004182,SUNIL PRESOTTO,1991-10-03,M,me,,73.0,nan,BLA,CHE,0,
C004183,SHAMKHAN CHARAKOV,1995-08-04,M,in,,,BLA,nan,CHE,0,
C004184,EDVIN LAUTENSHLEGER,1993-09-19,F,kz,,0.0,OTHD,nan,RUS,0,
C004185,FRANCISCO TCUEV,1943-01-19,M,ru,,,OTHD,nan,RUS,0,
C004186,DINARA VAHIDI,1977-07-24,M,tj,,87.0,BROF,nan,LEZ,0,
C004187,JONATHAN PACETTI,1980-05-10,M,pk,,0.0,nan,nan,SPA,0,
C004188,JAMES IARAKHMEDOVA,1978-02-06,M,ru,,0.0,BLA,nan,RUS,0,
C004189,RUSLAN ESTRADA,1979-04-05,M,pk,1.73,65.0,BLA,BLA,RUS,0,
C004190,HICHAM KUCHERENKO,1984-02-26,M,ru,1.74,140.0,BLA,BRO,RUS,0,
C004191,LARISA IUKHNOVETS,1980-05-01,M,cn,,55.0,nan,BLA,RUM,0,
C004192,LAWRENCE CARIAS,1987-04-02,M,sv,1.65,0.0,BRO,BLA,RUS,0,
C004193,GONZALO GARCIA,1977-12-03,M,mx,1.75,84.0,BLA,BRO,SPA,1,interpol-red-2011-64115
C004194,EVER GALANTSEV,1957-12-08,F,ru,,0.0,HAID,OTHD,RUS,0,
C004195,ISLAM KARIMOV,1943-01-19,M,ru,1.8,0.0,BLA,nan,nan,0,
C004196,EDUARD ZUKIC,1976-05-19,M,in,,85.0,nan,BROH,RUS,0,
C004197,XUILI QAMAR,1983-04-26,M,my,1.73,,OTHD,BRO,RUS,0,
C004198,MAGOMED KONIUKHOV,1987-08-27,F,pk,,,BLA,nan,URD,0,
C004199,MARCO KUDRYAVTSEV,1989-04-01,M,ni,1.6,0.0,nan,OTHD,RUS,0,
C004200,JULIO GUEVARA,1986-02-10,M,sv,1.8,0.0,nan,nan,RUS,0,
C004201,MURAD RODRIGUEZ,1996-05-09,F,uy,,70.0,BLA,BROH,ENG,0,
C004202,OLIVER VAZQUEZ,1980-06-22,F,ru,,82.0,GRY,BROD,RUS,0,
C004203,MAGOMED GADZHIEVA,1985-07-19,M,br,,0.0,nan,nan,RUS,0,
C004204,SUKUMARAN KALAICHEV,1988-06-30,M,ru,,0.0,BLA,BROD,SPA,0,
C004205,OSVALDO GUAZHAMBO,1962-05-29,M,ge,1.65,0.0,nan,BROH,RUS,0,
C004206,ANTONIO HALIMI,1983-07-20,M,ru,,0.0,nan,nan,RUS,0,
C004207,JESSICA ESOHE EDOSOMWAN,1993-07-02,F,ng,,0.0,,,,1,interpol-red-2018-102928
C004208,JOSUE ROMERO,nan,M,ar,0.31,0.0,BLA,nan,RUS,0,
C004209,FREDIS MENESES,1992-03-05,M,kg,,0.0,nan,BROD,KAN,0,
C004210,MARIO SALIM,1998-06-03,M,ru,,109.0,nan,nan,nan,0,
C004211,GENARO ALVARADO,1979-11-28,M,ru,1.95,,GRY,nan,RUS,0,
C004212,SLAWOMIR ASRENIUK,1969-08-13,M,pl,,,,,,1,NK-cuFXTQdyQ2DMacMnWJaegw
C004213,SAID FAKIR SAID AIZZULA,1963-11-25,M,af,,0.0,,,PER,1,interpol-red-2009-22035
C004214,PLAMEN SALMERON,1960-08-15,M,pk,,0.0,nan,BLA,SPA,0,
C004215,TIGER PINNACE,1929-01-15,M,ru,,,nan,OTHD,URD,0,
C004216,WANDILE NARVAEZ,1962-11-14,M,vn,,0.0,BLA,BLA,CHI,0,
C004217,KHAYAL NEGANOV,1989-08-08,M,ru,,0.0,BLA,nan,ENG,0,
C004218,NICOLAS NAZARALIEVA,1996-04-04,M,kg,,,BLA,nan,POR,0,
C004219,LORENA BENÍTEZ,1997-01-11,M,ru,,0.0,nan,nan,nan,0,
C004220,SAID ZAKAVOV,1967-02-09,M,ru,1.78,,BLA,BRO,RUS,0,
C004221,ALFRED ACHMIZOVA,1981-02-03,M,ru,,0.0,GRY,nan,CHE,0,
C004222,LEONID CHANDOK,nan,M,ba,,75.0,BLA,BLU,ENG,0,
C004223,ALEKSANDRE ESCALANTE,1993-06-12,M,ru,1.68,0.0,nan,nan,SPA,0,
C004224,LILA YAMBUSHEV,1989-03-27,M,az,1.75,88.5,nan,nan,ENG,0,
C004225,GUSTAVO ABDULAZIZOV,1982-10-14,M,hr,,78.0,nan,BLU,RUS,0,
C004226,DAWENS MENDOMBA,1983-08-05,M,am,,0.0,nan,BRO,UZB,0,
C004227,ALFIYA JAMAL,1965-06-21,M,pk,1.78,,BLA,nan,RUS,0,
C004228,OLIMDZHON RIVERA,1965-12-19,F,ru,1.68,0.0,nan,BLA,SPA,0,
C004229,JORGE GAMEZ,1937-07-31,M,ru,1.83,55.0,nan,nan,SPA,0,
C004230,AKHMEDKHAN ISRAILOV,1970-05-27,M,ru,,0.0,nan,nan,SPA,0,
C004231,DZHASMINA SINGH,1999-08-16,M,in,,0.0,BLA,nan,ENG,0,
C004232,ANNA AKHMADOV,1987-12-08,M,ma,,80.0,nan,GRE,ARA,0,
C004233,ABDULGAMID VELASQUEZ,1989-10-25,M,ru,,,BLA,BROD,HIN,0,
C004234,STANLEY BLINOV,1992-02-03,M,ru,1.6,0.0,nan,BRO,RUS,0,
C004235,WALTER SATTYBAEV,1991-08-03,M,ru,,100.0,OTHD,BROD,RUS,0,
C004236,PAULO SALAZAR,1990-01-16,M,tj,,0.0,BROF,BRO,KIR,0,
C004237,SHAKHIN SHOVKHALOV,1989-12-28,M,ru,,,OTHD,BLA,VIE,0,
C004238,EDWIN GUNASHOVA,1970-06-16,F,ru,1.72,0.0,BRO,BROH,ARA,0,
C004239,JEHOVANY MAGOMEDGADZHIEVA,1981-04-16,F,ua,,0.0,nan,nan,ENG,0,
C004240,MAGOMED JONES,1985-07-05,F,ru,,0.0,nan,nan,RUS,0,
C004241,KAROL HERNANDEZ,1992-02-01,M,az,1.85,,BRO,BLA,PAN,0,
C004242,DYLAN QUISPE,1990-12-07,M,af,,0.0,nan,nan,RUS,0,
C004243,TIGER KHASHIEV,1963-05-04,M,ru,1.78,64.0,BLA,BROD,RUS,0,
C004244,ZAGIR KOSTIN,1991-03-23,M,sv,,58.5,nan,BRO,AZE,0,
C004245,RAMZAN RUIZ,1987-01-15,M,ge,,,nan,nan,VIE,0,
C004246,AMINAT VOROBIEV,1956-07-01,M,ru,1.75,0.0,nan,nan,SPA,0,
C004247,ELVIRA BEDIR,1993-11-01,M,ar,,0.0,nan,nan,ITA,0,
C004248,REIZUDIN MAHMUT,1991-10-12,M,ru,1.72,,nan,nan,HIN,0,
C004249,CHANGCAI BORODINA,1980-10-23,M,be,,0.0,BROF,nan,nan,0,
C004250,KHUSEIN DUKAEV,2000-07-20,M,ru,,75.0,BRO,nan,KIR,0,
C004251,DARYA SAVALA,1986-06-12,F,sv,1.73,,nan,BLA,RUS,0,
C004252,KUEH ZAIRBEKOV,1979-08-25,M,az,1.6,0.0,BLA,BLA,RUS,0,
C004253,MESEDO GASANOV,1977-03-18,M,ru,1.52,60.0,nan,nan,CHI,0,
C004254,JAEPA AMAYA,1980-02-12,M,ru,,0.0,OTHD,nan,BEN,0,
C004255,CARLOS CORREA,1995-03-29,M,py,1.78,0.0,nan,BRO,ARA,0,
C004256,HUGO GADZHIKURBANOV,1975-09-08,M,ru,,0.0,nan,BLA,RUS,0,
C004257,CARLOS AN,nan,F,sv,,0.0,nan,OTHD,nan,0,
C004258,VALERIY ZAKLINSKI,1951-12-24,M,in,1.74,0.0,BRO,BROH,ENG,0,
C004259,DAVID MOLLAEV,1988-09-13,M,bo,,,BRO,nan,LEZ,0,
C004260,MURADI PANDIT,1987-07-18,M,ru,1.73,0.0,BLA,nan,HIN,0,
C004261,RADZHAB GIULBALAEVA,1972-06-14,M,kg,,0.0,BRO,nan,RUS,0,
C004262,ABDULA CARVALHO,1984-10-03,M,ru,1.65,,BLA,OTHD,RUS,0,
C004263,EDWIN KISELEV,1974-08-11,M,by,1.7,0.0,BLA,BRO,RUS,0,
C004264,ILHOM ZARZUELO,1977-08-18,M,uz,,0.0,BLA,BROD,TUR,0,
C004265,INGRID SANTAMARINA,1986-02-16,F,ru,,68.0,nan,nan,RUS,0,
C004266,RAJESH ALI,1981-01-31,M,ni,1.73,75.0,BLA,nan,SPA,0,
C004267,ABDUL ERTUGRUL,1974-05-16,M,ge,1.7,0.0,BLA,BROD,AZE,0,
C004268,ZELIMKHAN KATSUK,1983-10-01,M,az,,,nan,nan,RUS,0,
C004269,JULIO GULL,1995-08-24,F,tj,1.69,0.0,nan,nan,HIN,0,
C004270,EVER VELOVIC,1991-07-24,M,ru,,,BLA,BRO,SPA,0,
C004271,KENNY BENITEZ,1987-09-02,M,ru,,90.0,BLA,nan,ARA,0,
C004272,MADINA KHANOVA,1989-07-02,M,ru,,0.0,BLA,BRO,SPA,0,
C004273,LILA GUSAN,1995-04-19,M,ru,,0.0,nan,BROD,AZE,0,
C004274,ISLAM KHADZHIEVA,1991-04-29,M,ru,1.73,90.0,nan,BRO,SPA,0,
C004275,ANDREI CID,1977-06-03,M,uy,,78.5,BLA,nan,ENG,0,
C004276,ABAKAR JURADO,1985-03-19,M,bo,1.8,0.0,OTHD,BRO,SPA,0,
C004277,KAKHA JIMENEZ,nan,M,us,1.72,70.0,OTHD,nan,SPA,0,
C004278,MARCIAL YUSUPOV,1995-04-20,F,ve,1.52,0.0,nan,nan,RUS,0,
C004279,FRANCISCO ABDULVADUDOV,1991-11-30,M,sv,,0.0,nan,BLA,BOS,0,
C004280,SHAMIL CALIVAR,1982-11-09,M,sd,1.77,82.0,OTHD,BLA,nan,0,
C004281,DAGMAN AMIRBEKOVA,1993-10-30,M,am,1.8,0.0,nan,BROH,RUS,0,
C004282,ZALIMKHAN DIAS,1968-03-01,M,sv,,0.0,nan,BLA,PAN,0,
C004283,ALAS CAMPBELL,1972-08-21,M,ru,,0.0,OTHD,nan,SPA,0,
C004284,SAID DUNDAEV,1997-11-15,M,iq,1.73,0.0,nan,BLA,ARA,0,
C004285,JOAQUIN GADZHIKURBANOV,1976-02-03,M,in,,91.0,OTHD,nan,RUS,0,
C004286,ALEX MUTALIBOVA,1988-02-22,M,jp,,,OTHD,nan,KUM,0,
C004287,JESUS BAINS,1987-11-30,M,ru,,,OTHD,BRO,RUS,0,
C004288,KHEDA MUSLIMOV,1972-06-05,M,ru,,0.0,nan,BLA,ARA,0,
C004289,MAGOMED MALIK,1975-04-01,M,in,,0.0,BLA,nan,ARA,0,
C004290,LEYLA RIVAS,1978-10-02,M,ru,,85.0,nan,BLA,AZE,0,
C004291,DAVID MEJIA,1998-09-29,M,sv,,,nan,nan,FRE,0,
C004292,BAYRAM PREDEBON,1991-01-10,M,ru,1.7,0.0,nan,BLA,SPA,0,
C004293,ARSEN DAVALOS,1982-05-18,M,sv,,0.0,nan,OTHD,nan,0,
C004294,JOSE YAKHYAEV,nan,M,pk,1.7,0.0,nan,nan,SPA,0,
C004295,VADIM PATEL,1997-04-06,M,ru,1.78,0.0,nan,BRO,RUS,0,
C004296,RUSTAM RAFAEL,1993-09-09,M,lt,,0.0,nan,BROH,RUS,0,
C004297,HENRI KHUSENOV,1953-11-24,M,tj,,0.0,BLA,BRO,GER,0,
C004298,BABAK GHANAD,1976-01-31,M,ca,1.77,95.0,BLA,BRO,IRA,1,interpol-red-2011-43763
C004299,SERGIO TAPIA,1975-11-08,M,ru,1.6,0.0,BLA,nan,CHE,0,
C004300,BALJIT SARACHO,1990-05-30,M,pk,1.7,0.0,BLA,BLA,TUR,0,
C004301,ZAUR MALCOLM,1978-02-11,M,ru,1.65,0.0,OTHD,BLA,KIR,0,
C004302,ADAM OKUTAN,1988-07-05,M,il,1.75,0.0,BLA,BROH,RUS,0,
C004303,SHIR KHAIDARKHANOV,1996-05-09,M,ru,1.65,,BRO,BLA,SPA,0,
C004304,ADNAN SANCHEZ,1965-04-12,M,ru,,0.0,nan,nan,PUS,0,
C004305,YURIY ARRUA,1990-10-08,M,br,,,nan,BLA,ARA,0,
C004306,ILDAR OEZTURK,1996-06-26,M,ru,1.72,,nan,BRO,RUS,0,
C004307,RUSLAN AZIMOVA,1949-08-19,M,sv,,0.0,BLA,BLA,ENG,0,
C004308,THARMASEELAN MIRZAEV,1974-03-31,M,pk,1.7,0.0,nan,nan,SPA,0,
C004309,ABDULKHAMIT GYELTSHEN,1987-12-10,F,az,,0.0,REDA,BLA,SPA,0,
C004310,AKHMED ALIMAGOMEDOV,1995-07-10,M,ru,,0.0,,,RUS,1,interpol-red-2016-20133
C004311,FARIDA KILOEV,1981-09-19,M,ru,,0.0,nan,nan,CHE,0,
C004312,AKHMED TROSHKOVA,2001-12-08,M,ru,1.7,95.0,OTHD,OTHD,nan,0,
C004313,JOHAN MALDONADO,1988-08-31,M,ru,,,nan,nan,ENG,0,
C004314,ANDREY DIRESOV,1999-01-17,M,ru,,81.0,nan,nan,HIN,0,
C004315,CHINGIZ SAKAEV,1977-06-06,M,us,1.73,0.0,BLA,nan,RUS,0,
C004316,THI HERNANDEZ,nan,M,gr,1.63,0.0,nan,BLA,RUS,0,
C004317,TIMUR PISCIONE,1979-02-15,M,bd,,,OTHD,BRO,SPA,0,
C004318,ALEKSEI GADZHIALIEV,1990-03-19,M,mx,,0.0,nan,nan,RUS,0,
C004319,SERGEI IPKAEV,1993-09-16,M,in,1.8,0.0,BRO,nan,PAN,0,
C004320,ARSEN ALIEVA,1979-03-12,M,ru,1.78,62.0,nan,nan,RUS,0,
C004321,ALEXANDRE RUDAKOV,1978-04-21,M,nl,,87.0,nan,nan,RUS,0,
C004322,RUFINA HAN,1993-02-23,M,in,,0.0,nan,nan,nan,0,
C004323,ENMANUEL FROLOVA,1986-03-04,M,ru,1.69,55.0,BLA,nan,ENG,0,
C004324,MURAT-KHAN UMAEV,1991-07-04,M,ru,1.8,0.0,OTHD,OTHL,CHE,1,interpol-red-2016-67695
